Item,CitationFlow,TrustFlow,TopicalTrustFlow_Topic_0,TopicalTrustFlow_Value_0,TopicalTrustFlow_Topic_1,TopicalTrustFlow_Value_1,TopicalTrustFlow_Topic_2,TopicalTrustFlow_Value_2,TopicalTrustFlow_Topic_3,TopicalTrustFlow_Value_3,TopicalTrustFlow_Topic_4,TopicalTrustFlow_Value_4,TopicalTrustFlow_Topic_5,TopicalTrustFlow_Value_5,TopicalTrustFlow_Topic_6,TopicalTrustFlow_Value_6,TopicalTrustFlow_Topic_7,TopicalTrustFlow_Value_7,TopicalTrustFlow_Topic_8,TopicalTrustFlow_Value_8,TopicalTrustFlow_Topic_9,TopicalTrustFlow_Value_9,Crawled,LastCrawlDate,LastCrawlResult,Redirect,FinalRedirectResult,OutLinksPages,OutLinksInternal,OutLinksExternal,OutDomainsExternal,LastSeen,Title,RedirectTo,Language,LanguageDesc,LanguageConfidence,LanguagePageRatios,RefLanguage,RefLanguageDesc,RefLanguageConfidence,RefLanguagePageRatios,CrawledURLs,RootDomainIPAddress,TotalNonUniqueLinks,NonUniqueLinkTypeLive,NonUniqueLinkTypeDeleted,NonUniqueLinkTypeDeepLinks,NonUniqueLinkTypeHomepages,NonUniqueLinkTypeDirect,NonUniqueLinkTypeIndirect,NonUniqueLinkTypeFollow,NonUniqueLinkTypeNoFollow,NonUniqueLinkTypeHTTP,NonUniqueLinkTypeHTTPS,NonUniqueLinkTypeRedirects,NonUniqueLinkTypeTextLinks,NonUniqueLinkTypeImages,NonUniqueLinkTypeFrames,RefDomainTypeLive,RefDomainTypeFollow,RefDomainTypeHomepage,RefDomainTypeDirect,RefDomainTypeProtocolHTTPS
noll1.se,11.0,11,Society/Religion and Spirituality,11.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,7.0,0.0,1.0,1.0,,Naprapat Stockholm 2022 I Med.Arbetarna Naprapaterna AB,https://naprapatistockholm.nu/,,,,,sv,Swedish,93.0,52.0,8.0,194.9.94.86,25.0,25.0,0.0,24.0,1.0,25.0,0.0,25.0,0.0,14.0,11.0,0.0,15.0,10.0,0.0,4.0,4.0,1.0,4.0,2.0
socialdemokraternaastorp.se,5.0,11,Society/Politics,11.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,1.0,0.0,1.0,1.0,,Socialdemokraterna i Knivsta,https://socialdemokraternaiknivsta.se/,,,,,sv,Swedish,98.0,100.0,2.0,194.9.94.85,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
mjukaflytten.se,6.0,11,Society,11.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,2.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,91.0,100.0,en,English,99.0,60.0,2.0,194.9.94.85,5.0,3.0,2.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,4.0,4.0
blienergismart.se,10.0,11,Regional/Europe,11.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,-1.0,-1.0,-1.0,-1.0,,,,,,,,sv,Swedish,95.0,85.4,3.0,,140.0,138.0,2.0,140.0,0.0,140.0,0.0,99.0,41.0,47.0,93.0,4.0,136.0,0.0,0.0,18.0,16.0,0.0,19.0,18.0
kvinnojourenviktoria.se,8.0,11,Regional/Europe,11.0,Society/People,8.0,,,,,,,,,,,,,,,,,0.0,,,1.0,,2.0,0.0,1.0,1.0,,Vänsterpartiet i Mölndal - Vänsterpartiet Mölndal,https://www.vansterpartiet-molndal.se/,,,,,sv,Swedish,96.0,100.0,2.0,194.9.94.86,25.0,25.0,0.0,24.0,1.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0
northbusinessarena.se,33.0,11,Regional/Europe,11.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,4953.0,1.0,0.0,0.0,,"Northbusinessarena.se – Entreprenörskap, Kunskap, Vetenskap",https://northbusinessarena.se/,en,English,98.0,94.1,sv,Swedish,96.0,100.0,9772.0,194.9.94.85,8732.0,8722.0,10.0,8728.0,4.0,8710.0,22.0,8725.0,7.0,8704.0,28.0,4355.0,4370.0,7.0,0.0,15.0,12.0,2.0,4.0,13.0
sagagotland.se,7.0,11,Regional/Europe,11.0,Reference/Libraries,5.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,74.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,sv,Swedish,89.0,100.0,83.0,194.9.94.85,44.0,43.0,1.0,44.0,0.0,44.0,0.0,44.0,0.0,7.0,37.0,16.0,28.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0
cafestories.se,17.0,11,Reference/Education,11.0,Science/Biology,8.0,Health/Medicine,7.0,Computers/Internet/Web Design and Development,5.0,,,,,,,,,,,,,0.0,,,1.0,,5.0,0.0,1.0,1.0,,Caféer – InternetCafe,https://cafestories.se/,en,English,98.0,66.6,sv,Swedish,94.0,81.5,10.0,94.46.55.57,127.0,118.0,9.0,121.0,6.0,15.0,112.0,38.0,89.0,18.0,109.0,9.0,115.0,3.0,0.0,23.0,18.0,3.0,8.0,20.0
myotis.se,7.0,11,Recreation/Travel,11.0,Society/Government,7.0,Recreation/Outdoors,7.0,Regional/Europe,5.0,,,,,,,,,,,,,0.0,,,0.0,,26.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,sv,Swedish,80.0,60.0,31.0,194.9.94.86,8.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,1.0,7.0,0.0,8.0,0.0,0.0,3.0,3.0,0.0,3.0,2.0
fjallraven-kanken.se,20.0,11,Recreation/Motorcycles,11.0,Recreation/Food,10.0,Computers/Internet,9.0,Business/Arts and Entertainment,6.0,Business/Construction and Maintenance,5.0,Arts/Music,5.0,,,,,,,,,0.0,,,0.0,,13.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,en,English,95.0,72.6,16.0,194.9.94.86,3254.0,3142.0,112.0,3253.0,1.0,3254.0,0.0,3237.0,17.0,2243.0,1011.0,0.0,3254.0,0.0,0.0,159.0,165.0,1.0,169.0,87.0
qu-lang.org,12.0,11,Home/Family,11.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,2.0,0.0,1.0,1.0,,OS2UG – Flighton OS Webb Användarförening,https://www.os2ug.se/,,,,,en,English,99.0,60.0,3.0,194.9.94.85,21.0,18.0,3.0,21.0,0.0,21.0,0.0,20.0,1.0,14.0,7.0,0.0,20.0,1.0,0.0,5.0,5.0,0.0,6.0,3.0
psykologsvar.se,8.0,11,Health/Mental Health,11.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,4.0,0.0,1.0,1.0,,Swedish CLL / Svenska KLL,https://swecll.se/,,,,,sv,Swedish,68.0,75.0,4.0,194.9.94.86,8.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,7.0,1.0,0.0,8.0,0.0,0.0,4.0,4.0,0.0,4.0,1.0
skanegatanstandvard.se,4.0,11,Health/Dentistry,11.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,2.0,0.0,1.0,1.0,,,http://www.fluortanten.se/,,,,,sv,Swedish,99.0,100.0,2.0,194.9.94.85,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
framtidenstrahus.se,9.0,11,Computers/Software/Industry-Specific,11.0,Regional/Europe,6.0,Business/Agriculture and Forestry,6.0,Business/Construction and Maintenance,4.0,,,,,,,,,,,,,0.0,,,1.0,,3.0,0.0,1.0,1.0,,Attefallshus Stockholm 2022 | Nybergs Kakel & Golv AB,https://attefallshus1.se/,,,,,sv,Swedish,98.0,30.7,3.0,194.9.94.85,13.0,11.0,2.0,13.0,0.0,13.0,0.0,13.0,0.0,3.0,10.0,0.0,10.0,3.0,0.0,6.0,7.0,0.0,7.0,5.0
koehl.nu,6.0,11,Computers/Software/Groupware,11.0,Computers/Programming/Resources,9.0,Computers/Software/Operating Systems,7.0,Computers/Internet/On the Web,5.0,,,,,,,,,,,,,0.0,,,1.0,,4.0,0.0,1.0,1.0,,SATIN Portal,https://www.satinportal.se/,,,,,de,German,99.0,78.5,7.0,194.9.94.85,75.0,73.0,2.0,75.0,0.0,75.0,0.0,56.0,19.0,75.0,0.0,0.0,42.0,33.0,0.0,11.0,10.0,0.0,11.0,0.0
tipsvinsten.se,1.0,11,Computers/Programming/Languages,11.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,-1.0,-1.0,-1.0,-1.0,,,,,,,,en,English,97.0,100.0,3.0,,4.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0
fluortanten.se,7.0,11,Computers/Internet/On the Web,11.0,Computers/Data Formats,8.0,,,,,,,,,,,,,,,,,0.0,,,1.0,,3.0,0.0,1.0,1.0,,Tandläkare Stockholm 2022 | Välkommen in till vår mottagning,https://xn--tandlkareistockholm-kwb.nu/,,,,,sv,Swedish,92.0,100.0,3.0,194.9.94.86,22.0,22.0,0.0,20.0,2.0,21.0,1.0,22.0,0.0,19.0,3.0,2.0,20.0,0.0,0.0,6.0,6.0,1.0,5.0,2.0
redofordopning.se,15.0,11,Computers/Internet/On the Web,11.0,Sports/Strength Sports,8.0,Computers/Data Formats,7.0,Society/Religion and Spirituality,6.0,,,,,,,,,,,,,0.0,,,1.0,,12.0,1.0,1.0,1.0,,Redo för dopning?,https://www.redofordopning.se/,en,English,98.0,60.0,sv,Swedish,85.0,72.0,19.0,194.9.94.86,114.0,109.0,5.0,109.0,5.0,26.0,88.0,103.0,11.0,32.0,82.0,10.0,99.0,5.0,0.0,26.0,24.0,3.0,14.0,19.0
foreningenpeaceandlove.se,6.0,11,Business/Publishing and Printing,11.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,2.0,0.0,1.0,1.0,,Piteå entreprenörerna,https://p-e.se/,,,,,sv,Swedish,98.0,100.0,2.0,194.9.94.86,3.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
plansprotest.se,12.0,11,Business,10.0,Reference/Education,9.0,Reference/Libraries,9.0,Science/Social Sciences,8.0,Society/Organizations,7.0,Computers/Software/Internet,7.0,Society/History,7.0,Arts/Literature,6.0,Business/Management,6.0,Society/Philosophy,6.0,0.0,,,1.0,,7.0,0.0,2.0,2.0,,PLANSPROTEST,https://plansprotest.se/,en,English,98.0,75.0,en,English,98.0,84.9,12.0,104.248.253.254,217.0,217.0,0.0,211.0,6.0,190.0,27.0,216.0,1.0,6.0,211.0,29.0,188.0,0.0,0.0,8.0,8.0,3.0,6.0,7.0
ayaka.tv,14.0,11,Arts/Music,11.0,News,9.0,Computers/Internet/Web Design and Development,6.0,Arts/Online Writing,6.0,Business/Arts and Entertainment,5.0,,,,,,,,,,,0.0,,,0.0,,11.0,0.0,10.0,2.0,,Parked at Loopia,,en,English,99.0,100.0,ja,Japanese,80.0,75.8,11.0,194.9.94.85,342.0,311.0,31.0,341.0,1.0,342.0,0.0,300.0,42.0,172.0,170.0,0.0,328.0,14.0,0.0,70.0,70.0,1.0,79.0,48.0
dartmoorponny.org,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hogsjoservice.se,7.0,10,World/Svenska,10.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,2.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,91.0,100.0,sv,Swedish,98.0,100.0,2.0,193.26.6.196,6.0,6.0,0.0,6.0,0.0,6.0,0.0,5.0,1.0,1.0,5.0,0.0,6.0,0.0,0.0,4.0,3.0,0.0,4.0,3.0
snargle.org,11.0,10,Society/People,10.0,Arts/Crafts,7.0,Arts/Literature,5.0,,,,,,,,,,,,,,,0.0,,,1.0,,20.0,0.0,1.0,1.0,,Företagsbloggen som inspirerar,https://www.scoutsur.org/,,,,,en,English,98.0,95.1,22.0,194.9.94.85,231.0,207.0,24.0,228.0,3.0,231.0,0.0,108.0,123.0,146.0,85.0,0.0,231.0,0.0,0.0,18.0,12.0,2.0,21.0,12.0
scoutsur.org,17.0,10,Society/People,9.0,Society/Religion and Spirituality,8.0,Arts/Crafts,5.0,Arts/Literature,4.0,,,,,,,,,,,,,0.0,,,1.0,,88.0,5.0,5.0,4.0,,Företagsbloggen som inspirerar,https://www.scoutsur.org/,sv,Swedish,90.0,83.5,en,English,98.0,43.3,172.0,34.88.6.96,213.0,193.0,20.0,205.0,8.0,137.0,76.0,210.0,3.0,165.0,48.0,27.0,172.0,14.0,0.0,27.0,26.0,3.0,20.0,15.0
sotenasbiodlarna.se,8.0,10,Society/Issues,10.0,Business/Agriculture and Forestry,5.0,Society/Philanthropy,5.0,Society/Politics,4.0,,,,,,,,,,,,,0.0,,,0.0,,3.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,en,English,94.0,63.6,3.0,194.9.94.86,23.0,21.0,2.0,23.0,0.0,23.0,0.0,23.0,0.0,6.0,17.0,0.0,23.0,0.0,0.0,4.0,4.0,0.0,4.0,2.0
afnorrkoping.se,6.0,10,Society/Ethnicity,10.0,Society/Government,7.0,Reference/Education,5.0,,,,,,,,,,,,,,,0.0,,,1.0,,52.0,0.0,1.0,1.0,,Piteå entreprenörerna,https://p-e.se/,,,,,fr,French,90.0,57.1,55.0,194.9.94.86,15.0,12.0,3.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0
flygplansmodeller.se,5.0,10,Science/Technology,10.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,4.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,en,English,84.0,88.8,4.0,194.9.94.85,9.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
larlingskompassen.se,5.0,10,Regional/Europe,10.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,5.0,0.0,1.0,1.0,,Flighton Academy | JBgymnasiet.se William Chand,https://www.jbgymnasiet.se/,,,,,sv,Swedish,91.0,100.0,8.0,194.9.94.85,9.0,8.0,1.0,9.0,0.0,9.0,0.0,9.0,0.0,5.0,4.0,0.0,8.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0
barnsimulatormote.se,5.0,10,Reference/Education,9.0,Health/Conditions and Diseases,8.0,Health/Medicine,7.0,Science/Biology,7.0,Reference/Libraries,6.0,Health/Mental Health,6.0,Reference/Directories,5.0,,,,,,,0.0,,,0.0,,16.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,en,English,99.0,100.0,16.0,194.9.94.86,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ringathailand.se,6.0,10,Recreation/Travel,10.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,4715.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,en,English,55.0,50.0,5372.0,194.9.94.86,16.0,15.0,1.0,16.0,0.0,16.0,0.0,16.0,0.0,4.0,12.0,0.0,15.0,1.0,0.0,13.0,14.0,0.0,14.0,12.0
meetagain-stockholmia2019.se,9.0,10,Recreation/Collecting,10.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,4.0,0.0,1.0,1.0,,Orion Research,https://orion-research.se/,,,,,sv,Swedish,98.0,99.7,4.0,93.188.2.52,8641.0,8606.0,35.0,8620.0,21.0,8641.0,0.0,8641.0,0.0,4172.0,4469.0,0.0,55.0,8586.0,0.0,5.0,5.0,2.0,5.0,4.0
ssrkonsument.se,4.0,10,Home/Consumer Information,10.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,2.0,0.0,1.0,1.0,,PS19 Lund,https://ps19.se/,,,,,sv,Swedish,96.0,100.0,2.0,46.137.114.201,101.0,100.0,1.0,101.0,0.0,101.0,0.0,101.0,0.0,50.0,51.0,0.0,101.0,0.0,0.0,4.0,4.0,0.0,4.0,2.0
exchangeforum.se,1.0,10,Computers/Software/Office Suites,10.0,Computers/Programming/Component Frameworks,9.0,Computers/Programming/Languages,8.0,Computers/Software/Internet,5.0,Computers/Software/Groupware,5.0,,,,,,,,,,,0.0,,,1.0,,3.0,0.0,1.0,1.0,,HEM - uppnex.se,https://uppnex.se/,,,,,en,English,98.0,100.0,4.0,194.9.94.86,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0
energa-finance.se,6.0,10,Business/Energy,10.0,Arts/Movies,6.0,Sports/Basketball,6.0,Sports/Soccer,5.0,Science/Biology,5.0,,,,,,,,,,,0.0,,,0.0,,10.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,en,English,98.0,66.6,11.0,194.9.94.86,3.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
xn--trafikskolagteborg-o3b.nu,10.0,10,Arts/Radio,10.0,Society/People,4.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,-1.0,-1.0,-1.0,-1.0,,,,,,,,sv,Swedish,97.0,100.0,4.0,,14.0,13.0,1.0,11.0,3.0,14.0,0.0,13.0,1.0,3.0,11.0,0.0,13.0,1.0,0.0,4.0,5.0,3.0,5.0,4.0
friluftsteatern.se,9.0,10,Arts/Performing Arts,10.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,9.0,0.0,1.0,1.0,,Göteborgs Bilder,https://www.goteborgsbilder.se/,,,,,sv,Swedish,98.0,99.6,9.0,93.188.2.54,274.0,220.0,54.0,274.0,0.0,274.0,0.0,271.0,3.0,12.0,262.0,0.0,272.0,2.0,0.0,7.0,5.0,0.0,7.0,7.0
borntorock.tv,11.0,10,Arts/Music,10.0,Computers/Multimedia,7.0,Computers/News and Media,6.0,Business/Consumer Goods and Services,4.0,,,,,,,,,,,,,0.0,,,0.0,,9.0,0.0,10.0,2.0,,Parked at Loopia,,en,English,99.0,100.0,en,English,97.0,60.2,26.0,194.9.94.85,92.0,90.0,2.0,92.0,0.0,92.0,0.0,85.0,7.0,18.0,74.0,0.0,90.0,2.0,0.0,24.0,22.0,0.0,25.0,17.0
kyrkanstrygghetsrad.se,9.0,9,Sports/Golf,9.0,Society/Organizations,6.0,Business/Construction and Maintenance,4.0,,,,,,,,,,,,,,,0.0,,,1.0,,2295.0,0.0,1.0,1.0,,ST Maria – En till WordPress-webbplats,https://www.stmaria.se/,,,,,ja,Japanese,89.0,50.0,2933.0,194.9.94.85,27.0,13.0,14.0,27.0,0.0,27.0,0.0,27.0,0.0,22.0,5.0,0.0,27.0,0.0,0.0,4.0,5.0,0.0,5.0,2.0
kriskommissionen.se,7.0,9,Society/Issues,9.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,3.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,sv,Swedish,93.0,100.0,5.0,193.180.18.61,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0
neapelbukten.se,9.0,9,Science/Social Sciences,9.0,Reference/Education,5.0,Computers/Internet/On the Web,5.0,Recreation/Travel,5.0,,,,,,,,,,,,,0.0,,,1.0,,4.0,0.0,1.0,1.0,,esil2020.se – Konferens,https://esil2020.se/,,,,,sv,Swedish,87.0,100.0,5.0,194.9.94.86,38.0,38.0,0.0,38.0,0.0,38.0,0.0,16.0,22.0,10.0,28.0,0.0,38.0,0.0,0.0,7.0,3.0,0.0,7.0,7.0
bergslagensmedeltidsmuseum.se,21.0,9,Regional/Europe,9.0,Reference/Museums,4.0,,,,,,,,,,,,,,,,,0.0,,,1.0,,37.0,20.0,0.0,0.0,,Bergslagens medeltidsmuseum,https://bergslagensmedeltidsmuseum.se/,sv,Swedish,92.0,96.9,sv,Swedish,91.0,97.1,49.0,35.228.119.231,89.0,83.0,6.0,81.0,8.0,35.0,54.0,88.0,1.0,25.0,64.0,5.0,81.0,3.0,0.0,12.0,11.0,4.0,9.0,6.0
homj.se,7.0,9,Regional/Europe,9.0,Reference/Museums,7.0,Business/Transportation and Logistics,6.0,Recreation/Models,4.0,,,,,,,,,,,,,0.0,,,1.0,,10.0,0.0,1.0,1.0,,Hojum – En till WordPress-webbplats,https://www.hojum.se/,,,,,sv,Swedish,92.0,87.5,12.0,194.9.94.85,9.0,9.0,0.0,9.0,0.0,9.0,0.0,4.0,5.0,1.0,8.0,0.0,8.0,1.0,0.0,6.0,4.0,0.0,6.0,5.0
reumatikernaimark.se,4.0,9,Regional/Europe,9.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,2.0,0.0,1.0,1.0,,Glömda Barnen,https://www.glomdabarnen.se/,,,,,sv,Swedish,96.0,100.0,2.0,46.30.215.127,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
parkerpneumatik.se,10.0,9,Recreation/Outdoors,9.0,Business/Construction and Maintenance,4.0,,,,,,,,,,,,,,,,,0.0,,,1.0,,2356.0,0.0,1.0,1.0,,Laddstolpar Stockholm | ELEX Laddstationer bäst i test 2022,https://laddstolparstockholm.com/,,,,,sv,Swedish,78.0,88.2,2715.0,194.9.94.85,99.0,12.0,87.0,96.0,3.0,99.0,0.0,99.0,0.0,90.0,9.0,1.0,95.0,3.0,0.0,5.0,7.0,3.0,7.0,4.0
kvibergsskytteforening.se,7.0,9,Recreation/Guns,9.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,3.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,sv,Swedish,85.0,100.0,4.0,194.9.94.85,6.0,5.0,1.0,6.0,0.0,6.0,0.0,4.0,2.0,3.0,3.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0
trean.nu,10.0,9,Recreation/Food,9.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,-1.0,-1.0,-1.0,-1.0,,,,,,,,sv,Swedish,93.0,91.8,14.0,,308.0,308.0,0.0,308.0,0.0,308.0,0.0,307.0,1.0,143.0,165.0,0.0,300.0,8.0,0.0,25.0,24.0,0.0,25.0,19.0
orion-research.se,20.0,9,Recreation/Collecting,9.0,Computers/Computer Science/Organizations,7.0,Computers/Computer Science/Conferences,5.0,Computers/Software/Software Engineering,4.0,,,,,,,,,,,,,0.0,,,1.0,,13.0,2.0,1.0,0.0,,Orion Research,https://orion-research.se/,en,English,98.0,87.5,sv,Swedish,98.0,99.5,18.0,35.228.169.89,8669.0,8632.0,37.0,8643.0,26.0,26.0,8643.0,8667.0,2.0,4185.0,4484.0,5.0,77.0,8587.0,0.0,17.0,18.0,5.0,13.0,15.0
siljansbygdensrfk.se,8.0,9,Recreation/Aviation,9.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,46.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,sv,Swedish,97.0,100.0,46.0,194.9.94.85,15.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,5.0,10.0,0.0,14.0,1.0,0.0,5.0,5.0,0.0,5.0,4.0
levabredvidcancer.se,5.0,9,Health/Conditions and Diseases,9.0,Health/Medicine,8.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,-1.0,-1.0,-1.0,-1.0,,,,,,,,sv,Swedish,93.0,100.0,3538.0,194.9.94.85,10.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,7.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0
homeopatiakuten.se,9.0,9,Health/Alternative,9.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,15.0,0.0,1.0,1.0,,Medicinteknikdagarna 2019,https://www.medicinteknikdagarna2019.se/,,,,,sv,Swedish,91.0,57.1,28.0,194.9.94.85,35.0,34.0,1.0,35.0,0.0,35.0,0.0,35.0,0.0,2.0,33.0,0.0,35.0,0.0,0.0,7.0,8.0,0.0,8.0,7.0
satinportal.se,9.0,9,Computers/Software/Groupware,9.0,Computers/Internet/On the Web,4.0,,,,,,,,,,,,,,,,,0.0,,,1.0,,17.0,0.0,0.0,0.0,,SATIN Portal,https://www.satinportal.se/,en,English,98.0,66.6,de,German,99.0,78.5,21.0,94.46.54.218,93.0,79.0,14.0,89.0,4.0,22.0,71.0,75.0,18.0,89.0,4.0,17.0,43.0,33.0,0.0,11.0,14.0,2.0,5.0,3.0
fermprodukter.se,9.0,9,Business/Transportation and Logistics,9.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,15.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,sv,Swedish,86.0,89.6,22.0,194.9.94.85,97.0,95.0,2.0,97.0,0.0,97.0,0.0,94.0,3.0,16.0,81.0,0.0,97.0,0.0,0.0,20.0,18.0,0.0,20.0,19.0
saltsjon-yachts.se,25.0,9,Business/Transportation and Logistics,9.0,Business/Financial Services,5.0,Recreation/Boating,5.0,,,,,,,,,,,,,,,0.0,,,1.0,,131.0,4.0,2.0,2.0,,Saltsjön Yacths AB – Generalagent för Sealine & Marex,https://www.saltsjon-yachts.se/,sv,Swedish,96.0,77.8,sv,Swedish,76.0,96.6,300.0,188.114.242.7,322.0,318.0,4.0,318.0,4.0,290.0,32.0,320.0,2.0,242.0,80.0,130.0,192.0,0.0,0.0,22.0,21.0,2.0,10.0,14.0
hemslojdsportalen.se,6.0,9,Business/Education and Training,9.0,Regional/Europe,5.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,-1.0,-1.0,-1.0,-1.0,,,,,,,,sv,Swedish,90.0,100.0,2.0,,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
sodrafastighetsbyran.se,7.0,9,Business,9.0,Business/Accounting,4.0,,,,,,,,,,,,,,,,,0.0,,,1.0,,2.0,0.0,1.0,1.0,,Mäklare Stockholm | Erik Olsson Årets Mäklarfirma 2022,https://xn--mklareistockholm-vnb.nu/,,,,,sv,Swedish,90.0,100.0,2.0,35.228.53.67,13.0,6.0,7.0,13.0,0.0,13.0,0.0,11.0,2.0,5.0,8.0,0.0,12.0,1.0,0.0,2.0,3.0,0.0,4.0,3.0
marialuisa.se,8.0,9,Arts/Visual Arts,9.0,Regional/Middle East,6.0,Arts/Illustration,5.0,,,,,,,,,,,,,,,0.0,,,0.0,,1.0,0.0,1.0,1.0,,,,,,,,en,English,91.0,61.5,3.0,199.34.228.79,18.0,18.0,0.0,16.0,2.0,18.0,0.0,7.0,11.0,4.0,14.0,0.0,13.0,5.0,0.0,7.0,2.0,1.0,7.0,5.0
